,Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink,targetname,datetime_str,datetime_jd,M1,M2,k1,k2,phasecoeff,solar_presence,lunar_presence,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,Limiting,Saturation
138,ztf_20180506357199_000377_zr_c08_o_q3_sciimg,58244.3573842109,zr,30,227.887840497986,-10.8680507412144,377,ZTF,CTIO,,382P/Larson,1999-Apr-11 07:37:31,2451279.817719907,7.1,13.4,14.0,5.0,0.03,,,157.814915843,6.170477812,157.805945531,6.173054129,-7.93579,4.863084,,,,,493256.853,-7246.54,72.159,,999,,23.565,22.116,99.78873,,490056.3,*,,,,,,288.61,0.0,,,162.458108,-2.616728,7.561385172547,0.9081278,6.80718866547854,20.2449358,56.61366181,9.300419,23.9320387,136.1267,/T,5.2648,159.4,28.4015,38.5933,108.615,284.465,-0.38025,Sex,64.185643,157.1799116,-2.9071054,,,238.69811,50.66489,,0.0,0.635,0.224,0.658,0.144,-15.518,0.2973807,0.673,681.083,2.28e-05,0.98,3.57,0.004544,165.1269,,5.269,159.8231,-2.7648,24.5,12.5
139,ztf_20180508273461_000377_zi_c08_o_q3_sciimg,58246.2736342112,zi,30,227.684369357933,-10.7986719712478,377,ZTF,CTIO,,382P/Larson,1999-Apr-12 07:37:31,2451280.817719907,7.1,13.4,14.0,5.0,0.03,,,157.762615684,6.202566272,157.753596553,6.205158521,-7.66388,4.7629,,,,,489330.483,-8452.8,72.201,,999,,23.569,22.123,99.78065,,486317.7,*,,,,,,288.72,0.0,,,162.49831,-2.611476,7.561908929774,0.9057219,6.81898880239918,20.6167191,56.71180056,9.2995569,24.0556716,135.0883,/T,5.3648,172.0,19.2491,39.5318,108.725,284.459,-0.39832,Sex,64.18564,157.1196207,-2.8964536,,,238.60871,50.641887,,0.0,0.634,0.224,0.656,0.144,-15.51,0.2961726,0.672,684.9371,2.28e-05,0.96,3.5,0.004569,165.1671,,5.3689,159.8131,-2.757,24.5,12.5
140,ztf_20180509267627_000376_zr_c05_o_q1_sciimg,58247.2682407112,zr,30,227.578440500835,-10.7630160813005,376,ZTF,CTIO,,382P/Larson,1999-Apr-13 07:37:31,2451281.817719907,7.1,13.4,14.0,5.0,0.03,,,157.712148344,6.233980726,157.703069114,6.23659296,-7.38822,4.66092,,,,,485395.683,-9652.97,72.253,,999,,23.574,22.13,99.77257,,482587.5,*,,,,,,288.82,0.0,,,162.538505,-2.606222,7.562431296895,0.9033159,6.83100155154952,20.9811512,56.81170754,9.298697,24.1805612,134.0521,/T,5.4629,171.6,11.2762,40.4699,108.831,284.453,-0.41621,Sex,64.185637,157.0612675,-2.8857466,,,238.521947,50.619897,,0.0,0.632,0.223,0.655,0.143,-15.502,0.2949537,0.671,688.733,2.28e-05,0.94,3.42,0.004595,165.2073,,5.4669,159.8041,-2.7491,24.5,12.5
141,ztf_20180509273229_000377_zr_c08_o_q2_sciimg,58247.273402811,zr,30,227.577890091944,-10.7628319664077,377,ZTF,CTIO,,382P/Larson,1999-Apr-14 07:37:31,2451282.817719907,7.1,13.4,14.0,5.0,0.03,,,157.6635388,6.264709351,157.654390134,6.267343768,-7.10895,4.557188,,,,,481453.226,-10846.75,72.316,,999,,23.578,22.137,99.76452,,478865.6,*,,,,,,288.93,0.0,,,162.578695,-2.600968,7.562952273859,0.9009097,6.84322259439674,21.3379736,56.91334686,9.2978395,24.3064993,133.0182,/T,5.559,158.1,5.08,41.4076,108.932,284.448,-0.43389,Sex,64.185633,157.0048815,-2.874987,,,238.437849,50.598938,,0.0,0.631,0.222,0.654,0.143,-15.494,0.2937249,0.669,692.4682,2.28e-05,0.92,3.35,0.00462,165.2475,,5.5629,159.796,-2.7412,24.5,12.5
142,ztf_20180509314132_000376_zg_c05_o_q1_sciimg,58247.3143171109,zg,30,227.573527604718,-10.7613726897113,376,ZTF,CTIO,,382P/Larson,1999-Apr-15 07:37:31,2451283.817719907,7.1,13.4,14.0,5.0,0.03,,,157.616811046,6.294740659,157.607588704,6.297396606,-6.82623,4.451761,,,,,477503.902,-12033.84,72.389,,999,,23.582,22.144,99.75649,,475152.4,*,,,,,,289.02,0.0,,,162.618878,-2.595714,7.563471860613,0.8985035,6.85564745343479,21.6868969,57.01668126,9.2969843,24.4332697,131.9868,/T,5.6531,143.5,1.2377,42.345,109.029,284.442,-0.45138,Sex,64.185629,156.9504946,-2.8641778,,,238.356445,50.579028,,0.0,0.63,0.222,0.653,0.143,-15.486,0.2924867,0.668,696.1401,2.28e-05,0.9,3.27,0.004644,165.2877,,5.657,159.7889,-2.7333,24.5,12.5
143,ztf_20180509315046_000377_zg_c08_o_q2_sciimg,58247.3152199113,zg,30,227.573431343624,-10.7613404898302,377,ZTF,CTIO,,382P/Larson,1999-Apr-16 07:37:31,2451284.817719907,7.1,13.4,14.0,5.0,0.03,,,157.571987783,6.32406358,157.562694846,6.326737322,-6.54027,4.34471,,,,,473548.518,-13213.95,72.472,,999,,23.587,22.15,99.74851,,471448.0,*,,,,,,289.12,0.0,,,162.659056,-2.590459,7.56399005711,0.8960971,6.86827148059713,22.0276249,57.12167209,9.2961313,24.5606716,130.9578,/T,5.7452,128.6,0.1956,43.2819,109.123,284.437,-0.46865,Sex,64.185624,156.8981394,-2.8533219,,,238.277761,50.560183,,0.0,0.629,0.221,0.651,0.142,-15.479,0.2912399,0.667,699.7464,2.29e-05,0.88,3.19,0.004668,165.3279,,5.749,159.7829,-2.7253,24.5,12.5
144,ztf_20180512252280_000376_zr_c05_o_q1_sciimg,58250.252465311,zr,30,227.260059847439,-10.6576990526649,376,ZTF,CTIO,,382P/Larson,1999-Apr-17 07:37:31,2451285.817719907,7.1,13.4,14.0,5.0,0.03,,,157.529090045,6.352667577,157.519736732,6.355353238,-6.25137,4.236124,,,,,469587.895,-14386.77,72.564,,999,,23.591,22.157,99.74059,,467752.5,*,,,,,,289.21,0.0,,,162.699228,-2.585204,7.564506863301,0.8936906,6.88108986321059,22.3598904,57.22827933,9.2952807,24.6885493,129.9312,/T,5.8353,113.5,2.1565,44.2183,109.213,284.431,-0.48571,Sex,64.185619,156.8478464,-2.8424223,,,238.201821,50.542418,,0.0,0.628,0.221,0.65,0.142,-15.472,0.2899853,0.665,703.2848,2.29e-05,0.86,3.12,0.004692,165.3681,,5.839,159.7778,-2.7173,24.5,12.5
145,ztf_20180518254271_000376_zr_c05_o_q2_sciimg,58256.2544560111,zr,30,226.6229692475,-10.4551054271955,376,ZTF,CTIO,,382P/Larson,1999-Apr-18 07:37:31,2451286.817719907,7.1,13.4,14.0,5.0,0.03,,,157.488136865,6.380542768,157.478737451,6.383234253,-5.95982,4.12611,,,,,465622.853,-15551.99,72.665,,999,,23.596,22.164,99.73272,,464066.1,*,,,,,,289.29,0.0,,,162.739395,-2.579948,7.56502227914,0.891284,6.89409765194415,22.683493,57.33646181,9.2944323,24.8168146,128.9073,/T,5.9233,98.4,7.0129,45.1543,109.3,284.426,-0.50256,Leo,64.185613,156.7996404,-2.831482,,,238.128647,50.525749,,0.0,0.626,0.22,0.649,0.142,-15.464,0.2887235,0.664,706.7531,2.29e-05,0.84,3.04,0.004715,165.4083,,5.9269,159.7738,-2.7093,24.5,12.5
146,ztf_20180518294861_000376_zr_c05_o_q2_sciimg,58256.2950347113,zr,30,226.618705102421,-10.4537888738112,376,ZTF,CTIO,,382P/Larson,1999-Apr-19 07:37:31,2451287.817719907,7.1,13.4,14.0,5.0,0.03,,,157.449145052,6.407680013,157.43971309,6.410373099,-5.66597,4.014783,,,,,461654.207,-16709.27,72.776,,999,,23.6,22.171,99.72493,,460389.1,*,,,,,,289.38,0.0,,,162.779555,-2.574691,7.565536304582,0.8888773,6.90728980731484,22.9983233,57.44617762,9.2935863,24.9454539,127.8859,/T,6.0092,83.5,14.3612,46.0899,109.384,284.421,-0.51917,Leo,64.185607,156.7535389,-2.8205043,,,238.058257,50.510187,,0.0,0.625,0.22,0.648,0.141,-15.457,0.2874552,0.663,710.1495,2.29e-05,0.81,2.96,0.004738,165.4485,,6.0128,159.7709,-2.7013,24.5,12.5
147,ztf_20180601272558_000376_zg_c06_o_q1_sciimg,58270.2727430109,zg,30,225.221066721447,-10.0492849644528,376,ZTF,CTIO,,382P/Larson,1999-Apr-20 07:37:31,2451288.817719907,7.1,13.4,14.0,5.0,0.03,,,157.412129162,6.43407096,157.402673185,6.436764601,-5.37016,3.902264,,,,,457682.754,-17858.26,72.895,,999,,23.605,22.178,99.71722,,456721.5,*,,,,,,289.46,0.0,,,162.81971,-2.569434,7.566048939583,0.8864705,6.92066125395431,23.3043649,57.55738455,9.2927425,25.0745167,126.8671,/T,6.0931,68.9,23.5912,47.0248,109.466,284.416,-0.53556,Leo,64.1856,156.7095523,-2.8094924,,,237.990669,50.495744,,0.0,0.624,0.219,0.646,0.141,-15.451,0.2861812,0.661,713.4719,2.29e-05,0.79,2.88,0.00476,165.4887,,6.0966,159.769,-2.6933,24.5,12.5
148,ztf_20180601315093_000376_zr_c06_o_q1_sciimg,58270.3152778111,zr,30,225.217119846445,-10.04823340967,376,ZTF,CTIO,,382P/Larson,1999-Apr-21 07:37:31,2451289.817719907,7.1,13.4,14.0,5.0,0.03,,,157.37710164,6.459708029,157.367623075,6.46240445,-5.07267,3.788662,,,,,453709.268,-18998.64,73.023,,999,,23.61,22.185,99.7096,,453063.3,*,,,,,,289.54,0.0,,,162.859859,-2.564176,7.5665601841,0.8840636,6.93420692983668,23.6016761,57.6700405,9.2919011,25.2040915,125.8509,/T,6.1748,54.6,34.007,47.9593,109.545,284.412,-0.55171,Leo,64.185592,156.667687,-2.7984497,,,237.925897,50.48243,,0.0,0.623,0.219,0.645,0.141,-15.444,0.284902,0.66,716.7188,2.29e-05,0.77,2.8,0.004781,165.5288,,6.1782,159.7681,-2.6852,24.5,12.5
149,ztf_20180604251771_000376_zg_c06_o_q2_sciimg,58273.2519792109,zg,30,224.949584679232,-9.97807302850755,376,ZTF,CTIO,,382P/Larson,1999-Apr-22 07:37:31,2451290.817719907,7.1,13.4,14.0,5.0,0.03,,,157.344073079,6.484584355,157.334566646,6.487288152,-4.77376,3.674081,,,,,449734.497,-20130.06,73.159,,999,,23.614,22.192,99.70208,,449414.8,*,,,,,,289.62,0.0,,,162.900002,-2.558918,7.567070038093,0.8816566,6.94792182175905,23.8903629,57.78410378,9.291062,25.3342803,124.8375,/T,6.2545,40.8,44.9326,48.8932,109.621,284.407,-0.56763,Leo,64.185585,156.6279479,-2.7873794,,,237.863951,50.470254,,0.0,0.622,0.218,0.644,0.14,-15.438,0.2836185,0.659,719.8885,2.29e-05,0.75,2.72,0.004803,165.569,,6.2578,159.7683,-2.6771,24.5,12.5
150,ztf_20180604334560_000376_zr_c06_o_q2_sciimg,58273.3347454113,zr,30,224.942235730355,-9.97619009744842,376,ZTF,CTIO,,382P/Larson,1999-Apr-23 07:37:31,2451291.817719907,7.1,13.4,14.0,5.0,0.03,,,157.313052501,6.50869371,157.30350829,6.51141053,-4.47364,3.55861,,,,,445759.163,-21252.19,73.304,,999,,23.619,22.198,99.69467,,445776.0,*,,,,,,289.69,0.0,,,162.940139,-2.553659,7.567578501521,0.8792495,6.96180098495936,24.1705526,57.89953326,9.2902251,25.4651801,123.8267,/T,6.3319,27.4,55.7762,49.8266,109.696,284.403,-0.5833,Leo,64.185576,156.5903404,-2.7762847,,,237.804841,50.459223,,0.0,0.62,0.218,0.642,0.14,-15.432,0.2823311,0.657,722.9796,2.29e-05,0.73,2.64,0.004823,165.6092,,6.3352,159.7696,-2.669,24.5,12.5
151,ztf_20180620189676_000376_zg_c11_o_q4_sciimg,58289.1898611109,zg,30,223.735192204874,-9.70586897762571,376,ZTF,CTIO,,382P/Larson,1999-Apr-24 07:37:31,2451292.817719907,7.1,13.4,14.0,5.0,0.03,,,157.284047627,6.532030424,157.274453748,6.534765707,-4.1725,3.442326,,,,,441783.965,-22364.72,73.457,,999,,23.624,22.205,99.68738,,442146.7,*,,,,,,289.76,0.0,,,162.980271,-2.5484,7.568085574344,0.8768423,6.97583954975112,24.4423755,58.01628844,9.2893906,25.5968725,122.8185,/T,6.4073,14.6,66.0528,50.7594,109.768,284.399,-0.59872,Leo,64.185567,156.5548717,-2.7651688,,,237.748575,50.449344,,0.0,0.619,0.217,0.641,0.14,-15.426,0.2810406,0.656,725.9907,2.29e-05,0.7,2.56,0.004843,165.6494,,6.4104,159.772,-2.6609,24.5,12.5
152,ztf_20180620210324_000376_zr_c11_o_q4_sciimg,58289.210717611,zr,30,223.73392256543,-9.70564708763853,376,ZTF,CTIO,,382P/Larson,1999-Apr-25 07:37:31,2451293.817719907,7.1,13.4,14.0,5.0,0.03,,,157.257065094,6.554589317,157.247410136,6.55734737,-3.87046,3.325297,,,,,437809.582,-23467.36,73.617,,999,,23.629,22.212,99.68022,,438527.2,*,,,,,,289.83,0.0,,,163.020397,-2.54314,7.568591256526,0.874435,6.99003271987933,24.7059545,58.13432944,9.2885583,25.72942,121.8131,/T,6.4805,4.389,75.3798,51.6916,109.838,284.395,-0.61389,Leo,64.185558,156.5215502,-2.7540349,,,237.695161,50.440622,,0.0,0.618,0.217,0.64,0.139,-15.421,0.2797475,0.655,728.9206,2.29e-05,0.68,2.48,0.004863,165.6895,,6.4835,159.7754,-2.6528,24.5,12.5
153,ztf_20180626190556_000376_zg_c11_o_q4_sciimg,58295.1907292111,zg,30,223.403505648897,-9.65520886259174,376,ZTF,CTIO,,382P/Larson,1999-Apr-26 07:37:31,2451294.817719907,7.1,13.4,14.0,5.0,0.03,,,157.232110618,6.576365635,157.222385491,6.579149103,-3.56767,3.207585,,,,,433836.676,-24559.79,73.786,,999,,23.633,22.219,99.67319,,434917.3,*,,,,,,289.9,0.0,,,163.060518,-2.53788,7.569095548027,0.8720276,7.00437576672824,24.9614005,58.25361692,9.2877284,25.8628672,120.8104,/T,6.5515,12.2,83.4615,52.6233,109.907,284.391,-0.62881,Leo,64.185548,156.4903854,-2.7428857,,,237.644604,50.433064,,0.0,0.616,0.216,0.638,0.139,-15.415,0.2784524,0.653,731.7681,2.29e-05,0.66,2.4,0.004882,165.7297,,6.5545,159.7799,-2.6447,24.5,12.5
154,ztf_20180626252870_000376_zr_c11_o_q4_sciimg,58295.2530440111,zr,30,223.400498959797,-9.65485055249173,376,ZTF,CTIO,,382P/Larson,1999-Apr-27 07:37:31,2451295.817719907,7.1,13.4,14.0,5.0,0.03,,,157.209189126,6.597355011,157.199388209,6.600164707,-3.26423,3.089244,,,,,429865.895,-25641.73,73.962,,999,,23.638,22.225,99.6663,,431317.1,*,,,,,,289.97,0.0,,,163.100632,-2.532619,7.569598448814,0.8696202,7.0188640220043,25.2088114,58.37411207,9.2869007,25.9972427,119.8103,/T,6.6204,24.2,90.0741,53.5545,109.974,284.388,-0.64347,Leo,64.185537,156.4613869,-2.7317243,,,237.596909,50.426673,,0.0,0.615,0.216,0.637,0.139,-15.41,0.2771559,0.652,734.532,2.29e-05,0.64,2.32,0.0049,165.7698,,6.6233,159.7855,-2.6366,24.5,12.5
155,ztf_20180629189201_000376_zg_c11_o_q4_sciimg,58298.1894097109,zg,30,223.266600036641,-9.64093471261426,376,ZTF,CTIO,,382P/Larson,1999-Apr-28 07:37:31,2451296.817719907,7.1,13.4,14.0,5.0,0.03,,,157.188304851,6.617553423,157.178426453,6.620388459,-2.96024,2.970324,,,,,425897.874,-26712.89,74.146,,999,,23.643,22.232,99.65956,,427726.5,*,,,,,,290.03,0.0,,,163.140741,-2.527357,7.570099958851,0.8672126,7.03349287010735,25.4482718,58.49577649,9.2860754,26.132561,118.8129,/T,6.6871,36.3,95.0543,54.4852,110.039,284.384,-0.65787,Leo,64.185526,156.4345641,-2.7205532,,,237.55208,50.421454,,0.0,0.614,0.215,0.636,0.138,-15.406,0.2758585,0.65,737.2114,2.29e-05,0.62,2.24,0.004918,165.81,,6.6899,159.7922,-2.6284,24.5,12.5
156,ztf_20180629272211_000376_zr_c11_o_q4_sciimg,58298.2724190112,zr,30,223.263137857075,-9.64066262657441,376,ZTF,CTIO,,382P/Larson,1999-Apr-29 07:37:31,2451297.817719907,7.1,13.4,14.0,5.0,0.03,,,157.169461412,6.636957163,157.159507621,6.639815301,-2.65578,2.85087,,,,,421933.241,-27772.98,74.337,,999,,23.648,22.239,99.65298,,424145.4,*,,,,,,290.1,0.0,,,163.180845,-2.522095,7.570600078105,0.8648049,7.04825774050311,25.6798531,58.61857217,9.2852523,26.2688246,117.8182,/T,6.7517,48.3,98.2936,55.4154,110.102,284.381,-0.672,Leo,64.185515,156.4099254,-2.7093753,,,237.510121,50.417411,,0.0,0.613,0.215,0.634,0.138,-15.401,0.2745607,0.649,739.8053,2.29e-05,0.59,2.15,0.004935,165.8501,,6.7544,159.7999,-2.6203,24.5,12.5
