,Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink,Date,RA,DEC,Dobs,Dhelio,VMag,Phase,Elong.,dRAcosDEC,dDEC,RV,Tmag,Limiting,Saturation
0,rings.v3.skycell.1796.025.wrp.r.55201_47598,55201.4765609981,r,31,136.852137780233,20.9216485510077,1796.025,Pan-STARRS1,,,2455201.976561,+09:07:24.5884,+20:55:17.856,5.323587160117265,6.205362495552921,18.595879471918217,4.339047349073275,151.48059482721447,-0.131931262137381,0.1722689292124719,-15.352229824987296,17.931,21.5,14.5
1,rings.v3.skycell.1796.025.wrp.r.55201_48556,55201.4861288981,r,31,136.85159679522,20.9223079387828,1796.025,Pan-STARRS1,,,2455201.986129,+09:07:24.4587,+20:55:20.230,5.323502336124736,6.205349993574004,18.59580589767054,4.337627345877025,151.4908311872591,-0.1319732801118059,0.172280050230965,-15.347722823993768,17.931,21.5,14.5
2,rings.v3.skycell.1796.025.wrp.r.55203_65208,55203.6528330222,r,60,136.724791810413,21.0726643486601,1796.025,Pan-STARRS1,,,2455204.152833,+09:06:54.0176,+21:04:21.525,5.304940856279232,6.202536373067241,18.579652062784245,4.012504655299611,153.80906180433828,-0.1412221651164738,0.1746413731683749,-14.313340906064791,17.931,21.5,14.5
3,rings.v3.skycell.1796.026.wrp.r.55203_65208,55203.6528330222,r,60,136.724791810413,21.0726643486601,1796.026,Pan-STARRS1,,,2455204.152833,+09:06:54.0176,+21:04:21.525,5.304940856279232,6.202536373067241,18.579652062784245,4.012504655299611,153.80906180433828,-0.1412221651164738,0.1746413731683749,-14.313340906064791,17.931,21.5,14.5
4,rings.v3.skycell.1796.025.wrp.r.55203_66111,55203.6618553223,r,60,136.724248216831,21.0732939047117,1796.025,Pan-STARRS1,,,2455204.161855,+09:06:53.8865,+21:04:23.793,5.304866285690118,6.202524730216763,18.57958693827045,4.011136676080175,153.81871351129203,-0.1412595246493312,0.1746505341666424,-14.308977391194334,17.931,21.5,14.5
5,rings.v3.skycell.1796.026.wrp.r.55203_66111,55203.6618553223,r,60,136.724248216831,21.0732939047117,1796.026,Pan-STARRS1,,,2455204.161855,+09:06:53.8865,+21:04:23.793,5.304866285690118,6.202524730216763,18.57958693827045,4.011136676080175,153.81871351129203,-0.1412595246493312,0.1746505341666424,-14.308977391194334,17.931,21.5,14.5
6,rings.v3.skycell.1796.058.wrp.r.55219_38649,55219.3872420222,r,60,135.587414243608,22.2022820197184,1796.058,Pan-STARRS1,,,2455219.887242,+09:02:21.0189,+22:12:08.341,5.211187435147182,6.183154180208259,18.49541732079248,1.5674432904921056,170.1057324967459,-0.1882842245170057,0.1810530814895831,-6.176642933156342,17.931,21.5,14.5
7,rings.v3.skycell.1796.058.wrp.r.55219_39510,55219.3958545223,r,60,135.586712683704,22.2029054690309,1796.058,Pan-STARRS1,,,2455219.895855,+09:02:20.8508,+22:12:10.586,5.211156721273592,6.183144078362281,18.49538817643396,1.5661969842797152,170.11370105511148,-0.1882989198660968,0.181051154676634,-6.172008943615783,17.931,21.5,14.5
8,rings.v3.skycell.1796.069.wrp.r.55222_33999,55222.3407397222,r,60,135.34411829484,22.4156443711098,1796.069,Pan-STARRS1,,,2455222.84074,+09:01:22.6198,+22:24:56.484,5.202008518483964,6.179722880182716,18.48655559174948,1.173507622625462,172.61460689444945,-0.1925757319625221,0.1800543125201896,-4.584578093817931,17.92488489867936,21.5,14.5
9,rings.v3.skycell.1796.069.wrp.r.55222_34856,55222.3493059223,r,60,135.343403730982,22.4162611375164,1796.069,Pan-STARRS1,,,2455222.849306,+09:01:22.4485,+22:24:58.705,5.201985848606109,6.179713024000924,18.48653320221757,1.172499047454322,172.62100750020073,-0.1925860092266643,0.1800504470987164,-4.579955272221869,17.9248335014788,21.5,14.5
10,rings.v3.skycell.1878.044.wrp.z.55290_36270,55290.3632673111,z,30,131.981210593674,25.7369357478134,1878.044,Pan-STARRS1,,,2455290.863267,+08:47:55.4347,+25:44:13.459,5.66044404449863,6.119160666371698,18.831964297476876,8.65986116697779,112.8874126670668,0.0547759886340351,0.0421838242323391,23.63495991211975,17.650791622190997,20.9,14.5
11,rings.v3.skycell.1878.044.wrp.z.55290_36484,55290.3654116111,z,30,131.981263486407,25.7369716052745,1878.044,Pan-STARRS1,,,2455290.865412,+08:47:55.4472,+25:44:13.589,5.660473325039368,6.119159322349985,18.8319862858084,8.660000911274256,112.88535425168854,0.0547893227317146,0.0421786328134323,23.63536724193159,17.650789477890996,20.9,14.5
12,rings.v3.skycell.1878.044.wrp.z.55290_37141,55290.3719843111,z,30,131.981425613007,25.7370815154245,1878.044,Pan-STARRS1,,,2455290.871984,+08:47:55.4856,+25:44:13.988,5.660563039920675,6.119155204668149,18.832053656940616,8.660428995139629,112.87904762611088,0.0548301768565675,0.0421627273016068,23.636615034777783,17.650782905190994,20.9,14.5
13,rings.v3.skycell.1878.044.wrp.z.55290_37354,55290.3741196111,z,30,131.981478283741,25.7371172223856,1878.044,Pan-STARRS1,,,2455290.87412,+08:47:55.4980,+25:44:14.118,5.6605921996426085,6.11915386643178,18.83207555415733,8.660568104773489,112.87699790582256,0.0548434551329068,0.0421575578705673,23.637020517508123,17.650780769890996,20.9,14.5
14,rings.v3.skycell.1805.061.wrp.z.55585_63194,55585.6325122111,z,30,177.315540476568,22.459487211285,1805.061,Pan-STARRS1,,,2455586.132512,+11:49:15.8610,+22:27:34.218,5.569141054753134,6.27706345650948,18.816664773403453,6.631917371526184,132.5701129100806,-0.0091400835209626,0.1970071067319827,-15.228625292338474,18.773044754581992,20.9,14.5
15,rings.v3.skycell.1805.061.wrp.z.55585_64271,55585.6432809111,z,30,177.31550144003,22.4603349472793,1805.061,Pan-STARRS1,,,2455586.143281,+11:49:15.8507,+22:27:37.273,5.569046352094986,6.277081307969445,18.816597096938303,6.630849836251739,132.58000454823835,-0.0092022403051044,0.197020513310408,-15.224743656009393,18.773023217181994,20.9,14.5
16,rings.v3.skycell.1805.061.wrp.y.55586_63742,55586.6379907111,y,30,177.310300640228,22.5389597085569,1805.061,Pan-STARRS1,,,2455587.137991,+11:49:14.6048,+22:32:20.345,5.560403616778913,6.27873374847534,18.810423506863195,6.531598653639573,133.49213402375875,-0.0149238108331842,0.198215751208413,-14.862833415784769,18.771033797582,19.7,14.5
17,rings.v3.skycell.1805.061.wrp.y.55586_64876,55586.6493363111,y,30,177.310231148428,22.5398585322016,1805.061,Pan-STARRS1,,,2455587.149336,+11:49:14.5872,+22:32:23.584,5.560306246436965,6.278752635478185,18.810353987216192,6.530459445972137,133.5025189295095,-0.0149888330950537,0.1982288846430077,-14.858667159007023,18.77101110638199,19.7,14.5
18,rings.v3.skycell.1888.068.wrp.r.55645_46759,55645.4682214815,r,40,174.017029136944,26.6329248911322,1888.068,Pan-STARRS1,,,2455645.968221,+11:36:04.1504,+26:37:59.622,5.504974968989446,6.388637790618255,18.80459481647154,4.465209162434586,150.0800231744816,-0.1617852324232383,0.0967355743267031,12.407975616063156,18.666686668020603,21.5,14.5
19,rings.v3.skycell.1888.068.wrp.r.55645_46824,55645.4688681815,r,40,174.016982332031,26.6329498789019,1888.068,Pan-STARRS1,,,2455645.968868,+11:36:04.1392,+26:37:59.712,5.504979605532899,6.388639127854425,18.80459892881932,4.4652717411552105,150.07956130986605,-0.1617841607314818,0.0967330268373105,12.408267410350131,18.666686021320597,21.5,14.5
