,Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink,Date,RA,DEC,Dobs,Dhelio,VMag,Phase,Elong.,dRAcosDEC,dDEC,RV,Tmag,Limiting,Saturation
281,ztf_20180628292431_000432_zr_c06_o_q4_sciimg,58297.2926389109,zr,30,257.08675389953,-3.69539337589938,432,ZTF,CTIO,,2458297.792639,+17:08:21.0993,-03:41:44.662,17.45830425227961,18.366987394659063,26.11021021799703,1.45811957663897,152.62819960228143,-0.105979288345037,-0.0143974015518451,17.309357241793478,14.13734916376444,20.0,12.5
282,ztf_20180701295648_000432_zg_c06_o_q3_sciimg,58300.295821711,zg,30,256.960785028517,-3.71407191261283,432,ZTF,CTIO,,2458300.795822,+17:07:50.8642,-03:42:51.907,17.489499438525996,18.380953769283813,26.11961401220756,1.5617988199232768,150.47655836688884,-0.1032666016446639,-0.0166981403491313,18.657841393698845,14.151365077764945,20.0,12.5
283,ztf_20180704283021_000432_zg_c06_o_q3_sciimg,58303.283437511,zg,30,256.838888879767,-3.73536746536213,432,ZTF,CTIO,,2458303.783438,+17:07:21.6110,-03:44:08.613,17.522830813379837,18.39484497282664,26.1295233380336,1.6682288249254127,148.21571074297094,-0.1002332613752814,-0.0189576037673089,19.97259413329763,14.165303156764965,20.0,12.5
284,ztf_20180704312951_000432_zr_c06_o_q3_sciimg,58303.3136574109,zr,30,256.837677565446,-3.73559915126135,432,ZTF,CTIO,,2458303.813657,+17:07:21.3196,-03:44:09.439,17.523179499351656,18.39498546478542,26.129626341939137,1.6693159030004905,148.1923193683094,-0.1002008798383917,-0.0189802960187208,19.985748756831804,14.165454256264455,20.0,12.5
285,ztf_20180707293588_000432_zg_c06_o_q3_sciimg,58306.2940046112,zg,30,256.719952904841,-3.7595627615455,432,ZTF,CTIO,,2458306.794005,+17:06:53.0628,-03:45:35.671,17.558687892702903,18.408840088510924,26.14005271861621,1.777044837702526,145.8411466228316,-0.096839798803378,-0.0212011320870515,21.268028778257133,14.180355992265941,20.0,12.5
286,ztf_20180801187998_000432_zr_c07_o_q4_sciimg,58331.188321711,zr,30,255.935457834337,-4.05572417687118,432,ZTF,CTIO,,2458331.688322,+17:03:44.7802,-04:03:21.951,17.93308024289655,18.52445786278881,26.245276451532675,2.593344397804061,124.32991971611152,-0.0574824552845436,-0.0374593800708327,30.22051162721178,14.310793093317946,20.0,12.5
287,ztf_20180801231204_000432_zg_c07_o_q4_sciimg,58331.231643511,zg,30,255.934470458312,-4.05637641063779,432,ZTF,CTIO,,2458331.731644,+17:03:44.5407,-04:03:24.288,17.93383651237263,18.524658898209317,26.245483162907075,2.594506326620909,124.2909971562621,-0.0574006449407455,-0.0374830589420244,30.232924180854628,14.311053024117921,20.0,12.5
288,ztf_20180804171944_000432_zg_c07_o_q4_sciimg,58334.1721180109,zg,30,255.870096580777,-4.10139574100443,432,ZTF,CTIO,,2458334.672118,+17:03:29.0896,-04:06:06.343,17.98587873488639,18.53830279506394,26.2596664668082,2.67059298362746,121.6430928452113,-0.0517588740821853,-0.0390501075428287,31.04837520038631,14.32769587111735,20.0,12.5
289,ztf_20180807185255_000432_zg_c07_o_q4_sciimg,58337.1854398111,zg,30,255.811138903424,-4.14938481025326,432,ZTF,CTIO,,2458337.68544,+17:03:14.9373,-04:08:59.117,18.04059790686295,18.552281948433343,26.274495948981084,2.7426678821560087,118.91871902896192,-0.0457976877588824,-0.0405721020580787,31.82655193901093,14.344813168265464,20.0,12.5
290,ztf_20180807205694_000432_zr_c07_o_q4_sciimg,58337.2058680109,zr,30,255.810768642303,-4.1497179033999,432,ZTF,CTIO,,2458337.705868,+17:03:14.8473,-04:09:00.311,18.040973421702684,18.55237670678724,26.27459743745543,2.743135418893236,118.90021726126068,-0.0457566639165957,-0.0405821205950569,31.831618390278997,14.344915309264435,20.0,12.5
291,ztf_20180814160509_000432_zg_c07_o_q4_sciimg,58344.160694411,zg,30,255.702983131198,-4.26712663521538,432,ZTF,CTIO,,2458344.660694,+17:02:48.9856,-04:16:02.950,18.17205194949384,18.584630266868583,26.30980932396052,2.884998676876187,112.58214077344611,-0.0313723966199096,-0.0437312264798325,33.37295229644887,14.386627329517957,20.0,12.5
